Unnamed: 0,QID,Brand,Model,Question,Dialogue,Report
90,Q5091,五菱 汽车,五 菱宏光,五菱 之光 行驶 中 一顿 一顿 的 特别 颠簸 路 五档 高速 没 感觉 十万 公里 已换 火花塞 分缸 线 不行,技师 说 车主 首先 检查一下 轮胎气压 看看 轮胎 是不是 变形 了 技师 说 火花塞 和 高压线 已换 你 需要 检查 看看 火花塞 安装 好不好 有些 人 安装 不好 会 导致 点火 不好 现象 一样 还有 就是 要 检查一下 配件 质量 有没有 问题 啦 更换 一下 汽油 滤芯 如果 还 不行 建议 用 检测 仪器 看看 电控 系统 有没有 故障 码测 一下 汽油 压力 清洗 一下 喷油嘴 这样 基本 应该 就 能 修好 啦,行驶 中 一顿 一顿 的 一般 是 火花塞 老化 点火 不好 导致 也 有 可能 是 点火 高压线 高压包 汽油 格脏 导致 的 轮胎 变形 等 建议 车主 从 简单 的 开始 检查 维修 也 有 可能 是 更换 的 配件 质量 不好 或者 安装 不当
91,Q5092,别克,威朗,汽车 行进 时 仪表盘 突然 熄灭 几秒 后 恢复,技师 说 之前 修理店 检查 过 吗 维修 过 哪里 技师 说 只 出现 过 一次 吗 车主 说 没有 车主 说 出现 过 一次 车主 说 只 出现 过 一次 技师 说 这种 情况 属于 偶发性 故障 可能 的 原因 有 仪表 打铁 线 仪表 后方 插头 虚接 技师 说 但是 一般 不犯 毛病 状态 下 不好 找 技师 说 我 建议 你 再 使用 观察 一段时间 如果 后期 还会 出现 这种 情况 可以 去 店 检查 仪表 插头 是否 虚接 退针 等 情况 熄灭 状态 大多 都 是 火线 或者 打铁 没有 了 车主 说好 的 谢谢 技师 说 不 客气 感谢 使用 汽车 大师 技师 说 您 可以 关注 我 以后 有 什么 问题 直接 咨询 我 祝您 用车 愉快,只 出现 过 一次 的话 属于 偶发性 故障 可能 的 原因 有 仪表 插头 虚接 导致 缺失 火线 或者 打铁 建议 在 使用 观察 一段时间
92,Q5093,本田,本田,汽车 雨刮器 换 了 好几 副 了 刚 买来 的 前 几天 没有 问题 可是 用 了 礼拜 的 样子 就 有 卡兹卡 滋 的 声音 想 问下 是 我车 玻璃 有 问题 呢 还是 说 汽车 雨 刮壁 的 角度 有 问题,技师 说 换 的 是 雨 刮条 对 吗 可以 买 一瓶 白猫 玻璃 清洗剂 在 玻璃 上面 喷 一层 可以 有效 的 清除 异响 和 刮 不净 的 地方 车主 说 不是 全新 的 雨刮器 车主 说 就是 用 的 前 几天 是 完全 没 问题 的 过 几天 就 不行 了 技师 说 一般 和 雨 刮臂 关系不大 另外 有 安装 在 雨 刮 胶条 上面 的 一个 小 风轮 给 雨刮器 增加 重量 起到 和 玻璃 紧密 贴合 的 效果 车主 说 小 风轮 是 什么 技师 说 如果 新换 的 能 用 几天 基本 可以 说 玻璃 没有 问题 车主 说 嗯 嗯 那 您 看 有 什么 解决 方法 吗 车主 说 雨刮器 整体 都 换 了 副 了 车主 说 都 还是 一样 的 车主 说 和 压力 有关 吗 技师 说 贴合 紧密度 有 关系 和 胶条 质量 也 有 关系 我 给 用户 修车 时 看见 过好 几次 就是 在 胶条 上面 有 一个 圆形 的 风轮 本身 是 压 着 雨 刮条 紧密 和 玻璃 的 缝隙 跑车 时会 转动 压力 会 更 大 网上 应该 有 卖 的 技师 说雨 刮条 和 刮骨 是 一起 换 的 吗 车主 说 是 的 车主 说 都 是 买 的 全新 技师 说 都 不是 原厂 的 吗 技师 说 如果 换 原厂 的 还 不行 可以 考虑 更换 雨 刮臂 试试 雨 刮臂 在 店 应该 有 质保 的 技师 说 那个 小 风轮 你 也 可以 在 网上 看看 可以 试试 效果 安装 在 雨刮器 胶条 上面 车主 说 找 不到 啊 车主 说 什么 小 风轮 技师 说 另外 还有 雨 刮 修复器 技师 说 我 也 搜 呢 不 知道 叫 啥 只是 看到 几个 客户 车上 装 了 说 是 装 了 刮得 挺 干净 也 没有 异响 了 技师 说 汗 没 找到 胶条 也 可以 用薄 砂纸 稍微 打磨 一下 车主 说好 的 车主 说 一般 换个 雨 刮壁 多少 钱 的 样子 车主 说 还 在 吗 技师 说 那款 车 车主 说 技师 说 左右两只 多点 车主 说好 的 技师 说 嗯,可以 用 白猫 玻璃 清洗剂 轻轻 的 擦拭 玻璃 表面 还有 雨 刮 胶条 用 细砂纸 也 可以 轻轻地 打磨 一 下雨 刮 胶条 还有 专用 的 雨 刮 修复器 新 胶条 能 用 几天 而 没有 异响 可以 说 玻璃 是 没有 问题 的 如果 始终 不能 解决问题 可以 考虑 更换 一 下雨 刮臂
93,Q5094,别克,凯越,车子 发动 后 副驾驶 前面 有 异响 哒 哒 哒 的 很 明显 请问 有 什么 通病 嘛 大师 急急 急,技师 说 这种 情况 可能 原因 有 气门 工作 声音 碳罐 电磁阀 异响 发电机 轴承 或者 水泵 轴承 或者 皮带 张紧 轮 异响 车主 说 是 在 这个 部位 车主 说 跟 发动机 前面 没关系 吧 车主 说 技师 说开 暖风 呢 吗 技师 说 这 是 柱 发动机 着 车 怠速 这 里面 没有 运行 工作 的 部件 技师 说 如果 开 暖风 或者 开 空调 鼓风机 在 这个 里面 可能 会 发出 这个 声音 车主 说 车主 说 不是 鼓风机 技师 说 这个 里面 是 钣 金 部件 没有 运转 的 东西 如果 钣 金层 松动 怠速 的 时候 也 可能 有 共振 车主 说 对 技师 说 这个 问题 不好 找 了 不能 切开 找 啊 工作量 就 大 了 车主 说 在 嘛 车主 说 现在 感觉 是 发动机 很抖 所以 那个 地方 抖出 声 车主 说 给 你 给 你 数据 车主 说 车主 说 车主 说 传感器 总是 变化 负度 大 车主 说 一直 不 懂 车主 说 动 技师 说 应该 是 小幅度 的 变化 如果 加油 门 也 不动 可能 是 有 堵塞 的 情况 车主 说 技师 说会 不会 是 减震器 顶胶 发动机 侧 的 减震 衬套 看看,柱 里面 是 钣 金层 怠速 着 车 的 时候 里面 没有 部件 运转 但是 如果 钣 金层 开焊 车身 抖动 的 情况 下 有 可能 会 发出 异响 可以 先 检查 相连 的 部件 比如 减震器 顶胶 以及 发动机 侧 的 减震 衬套 等
94,Q5095,丰田,卡罗 拉,卡罗 拉 万公里 做 哪些 保养,技师 说 你 好几年 了 车主 说 年 半 车主 说 啥 都 没有 换 过 正常 一年 一次 机油 三滤 技师 说 这个 公里 数 除了 常规 的 机油 和 滤芯 的 更换 之外 还 需要 清洗 节气门 清洗 喷油嘴 清洗 进气道 检查 防冻液 的 冰点 还有 制动液 的 含水量 可以 视 情况 更换 检查 皮带 老化 程度 还有 火花塞 的 间隙 可以 视 情况 更换 检查 刹车片 的 厚度 可以 视 情况 更换 检查 轮胎 磨损 程度 可以 做 一下 四轮 换位 换位 的 同时 需要 做 一下 四轮 动平衡 车主 说 刹车油 变速箱 油用 换 吗 技师 说 手动挡 的 变速箱 油 也 需要 换 了 刹车油 和 防冻液 如果 没换 过 也 需要 车主 说 自动挡 的 技师 说 变速箱 油 可以 不换 等 车主 说好 嘞 谢谢 你 技师 说好 的 不 客气 感谢 使用 汽车 大师 技师 说 您 可以 关注 我 以后 有 什么 问题 直接 咨询 我祝 你 用车 愉快 车主 说 关注 了 谢谢 你 技师 说好 的,除了 机油 和 滤芯 的 更换 之外 还 需要 清洗 节气门 喷油嘴 进气道 更换 防冻液 和 刹车油 液 检查 皮带 还有 火花塞 老化 程度 可以 视 情况 更换 检查 刹车片 磨损 程度 检查 轮胎 表面 磨损 程度 可以 视 情况 做 一下 四轮 换位 换位 的 同时 需要 做 一下 四轮 动平衡
95,Q5096,五菱 汽车,五菱 之光,请问 我 的 五 菱之光 有 发动机 原车 的 火炬 火花塞 热值 是 阻值 是 现在 改用 铱金 阻值 是 的 能 用 吗,技师 说 热值 是 中度 偏高 吗 比如 热值 差不多 就 可以 了 阻值 差 的 不是 太 多 车主 说 能 用 不 技师 说 可以 车主 说 我 发觉 原来 火花塞 电极 发白 现在 发黑 有 影响 吗 车主 说 那 是 怎么回事 技师 说 正常 应该 是 偏 黄色 发黑 的话 可能 是 燃油 不好 车主 说 怎么 不 说话 啊 车主 说 哦 技师 说 一般 阻值 相差 过 大会 有 干扰 有时候 会 体现 在 仪表 上面 发生 乱码 比如 公里 数 不 显示 或者 显示 的 不全 车主 说 那 热值 呢 车主 说 我 好像 听说 车主 说 热值 不 对 对 燃烧 有 影响 车主 说 是不是 现在 的 火花塞 热值 低 燃烧 不好 虽然 它 是 铱金 的 技师 说 是 的 热值 如果 相差 过 大会 有 影响 技师 说 原车 如果 是 七 现在 的 热值 是 六七 或者 八 都 可以 技师 说 和 燃油 也 有 直接 的 关系 车主 说 那 相差 多大才 叫 大 呢 技师 说 阻值 不是 问题 可以 用 技师 说 相差 大于 技师 说 不好意思 手头 有 一个 车 在 检修 可能 回复 的 不 及时 车主 说 没关系 车主 说 那 现在 的 火花塞 我 也 不 知道 热值 是 多少 怎么办 车主 说 都 说 铱金 的 好 车主 说 阻值 倒 是 可以 量 出来 技师 说 阻值 相差 的 不是 很多 我 感觉 可以 用 车主 说 哦 车主 说 加速 怠速 都 好 车主 说 燃油 经济性 刚换 还 没觉 出来 技师 说 点火 头 比较 细 所以 点火 比较 集中 确实 是 有 好处 车主 说 哦 技师 说 对 好多 车主 反应 省油 了 确实 是 有 好处 技师 说 加速 怠速 没有 问题 那 就 可以 了 应该 没 问题 热值 没法 测量,原车 火花塞 热值 是 七 后来 换 的 火花塞 热值 应该 在 左右 不能 差太多 至于 电阻 也 不能 相差太多 不然 会 影响 点火 燃烧 甚至 会 引起 干扰 比如 仪表 乱码 等 这个 阻值 可以 用 就是 不 知道 新 火花塞 热值 合 不 合适 了
96,Q5097,东风 风神,东风 风神,年 手动挡 东风 风神 右侧 远光灯 泡坏 了 更换 后 右侧 远光灯 泡 仍然 不 发光 灯泡 保险 确定 是 好 的 大灯 插头 也 无 进水 现象 是 怎么回事 呢,技师 说 检查一下 是不是 灯泡 插头 生锈 或者 搭 铁线 接触 不好 造成 的,检查 灯泡 插头 是不是 生锈 了 还有 检查 大灯 总成 线 是不是 接触 不好
97,Q5098,别克,英朗,请问 这 管子 是 起到 什么 作用 的 脱落 了 又 有 什么 危害,技师 说 这是 气门 室内 的 废气 二次 燃烧 和 空气 滤芯 过滤 后 的 空气 一起 燃烧 技师 说 脱落 的话 可能 会 造成 怠速 不稳 车主 说 连接 发动机 的 这头 插 不 到底 怎么回事 中间 本来 就 有 一个 间隙 么 技师 说 那个 不是 插 到 最低 的 有 一个 间隙 接头 本身 是 一个 卡子 车主 说 有 么 能 不能 让 我 看 下 谢谢 技师 说 不好意思 现在 没现 车 你 可以 用 手拔 一下 发动机 侧 的 接头 拔 不 出来 就 肯定 没 问题 里面 有 密封圈 技师 说拔 的 时候 可能 有 一点 间隙 松旷 的 感觉 但是 只要 拔 不 出来 就 肯定 没有 问题 车主 说 车主 说 找到 一张 照片 了 没有 间隙 哦 技师 说 绿色 那个 可以 按 进去 然后 拔出来 从 新 插进去 试试 里面 有 密封圈 只要 不 漏气 就 没有 任何 影响 车主 说 为什么 拆过 之后 就 和 原来 不 一样 了 车主 说 技师 说 不好意思 刚才 有 一台 车 在 检修 技师 说 现在 这个 状态 就 没有 任何 问题 了 有点 缝隙 无所谓 只要 不 漏气 就行 车主 说 感觉 很 松 技师 说 那 也 没有 影响 拆开 的 时候 可以 看到 里面 有 一个 很厚 的 密封圈 可以 保证 不 漏气 的 技师 说 车辆 还 在 质保 期 吗 车主 说 对 技师 说 你 有 时间 去 店 的话 要求 和 他们 的 试 驾车 兑换 一下 用试 驾车 的 也 可以 或者 直接 换 一个 新 的 但是 估计 不 容易 换 新 的 技师 说 换试 驾车 的 容易 些 车主 说 这个 管子 叫 什么 名称 技师 说阀 管,这个 是阀 管 连接 气门 室内 的 废气 二次 燃烧 混合 空气 滤芯 过滤 后 的 空气 一起 燃烧 脱落 的话 可能 会 造成 怠速 不稳 和 渗油 等 情况
98,Q5099,东风 风神,东风 风神,年 手动挡 东风 风神 右侧 远光灯 泡坏 了 更换 后 右侧 远光灯 泡 仍然 不 发光 灯泡 保险 确定 是 好 的 大灯 插头 也 无 进水 现象 是 怎么回事 呢,技师 说 插 头上 有没有 电 车主 说 插头 测有 电 不 知道 是不是 虚电 技师 说 车主 说 车主 说 技师 说 技师 说 车主 说 对 车主 说 一边 正常 右侧 远光 不 正常 技师 说 车主 说 技师 说 车主 说 技师 说 技师 说 技师 说 车主 说好 的 技师 说 车主 说 技师 说 嗯 技师 说 客气,根据 故障 现象 分析 建议 用 万用表 或者 试灯 直接 检测 灯 插头线 路 这种 情况 一般 就是 插头线 路 的 问题
99,Q5100,观致,观致,朋友 的 观致 汽车 更换 机油 后 有 提醒 机油 不 对 请问 该 怎么 处理,技师 说 技师 说 技师 说 车主 说 原厂 车主 说 对 的 车主 说机 油灯 报警 提醒 联系 维修 人员 车主 说 是不是 要 换回 原来 型号 机油 技师 说 技师 说 技师 说 车主 说 上次 没 报警 车主 说好 的 车主 说 谢谢 啦 技师 说 不用谢,根据 故障 现象 分析 这个 是因为 机油 原因 需要 及时 更换 很 高兴 为 你 解答
100,Q5101,金杯,大力神,大师 们 我 的 柴油 皮卡车 拧 钥匙 启动 偶尔 能 启动 着 多数 启动 不着 只 听到 启动 机 吧哒 一声 磁力 开关 有 动作 细 的 启动 线 有 电 两个 粗 接线柱 常电 那个 也 正常 入 启动 马达 的 那个 粗线 无电 燃后 用 导线 直联 那个 细 的 启动 接线 端能 顺利 启动 是 磁力 开关 无力 不能 正常 让 触点 紧密结合 吗,技师 说 车主 说 对 技师 说 车主 说 对 但 入 启动 机 的 那个 端无电 正常 此时 该 有 电 了 要么 触点 接触 不好 要么 磁力 不够 吧 技师 说 技师 说 车主 说 是 这个 意思 但 从 电瓶 直联 细线 启动 端能 正常 启动 技师 说 车主 说 多 大 正常 技师 说 技师 说 现在 有点 忙 如果 还有 问题 稍后 回复 你 车主 说好 技师 说 车主 说 加个 继电器 这 是 个 好 办法 我 试试 技师 说 嗯,个子 咨询 问题 建议 加个 启动 继电器 很 高兴 为 你 解答
101,Q5102,比亚迪,比亚迪,汽车 倒 档 没松 好 离合 熄火 了 然后 没 来得及 踩 刹车 车 往后 一退 又 开 着火 了 这样 对车 有 危害 吗,技师 说 这种 情况 属于 离合 配合 的 失误 一两次 没有 任何 危害 的 避免 这样 的 误操作 车主 说 这样 对 发动机 变速箱 没有 危害 吧 技师 说 一两次 没有 任何 问题 车主 说 哦 不会 对 发动机 变速箱 打齿 或 漏油 吧 师傅 技师 说 不会 的 可以 放心 车主 说 对 了 师傅 以前 我 的 车速 表不走 我 现在 换 了 个 车速 传感器 表走 了 但是 有点 不稳 是 怎么回事 技师 说 轻微 抖动 吗 技师 说 指针 技师 说 传感器 如果 是 原厂 配件 那 就是 仪表 问题 车主 说 指针 轻微 抖动 反应 慢 技师 说 嗯 副 厂 传感器 可能 造成 指针 轻微 抖动 仪表 本身 故障 也 会 造成 这种 情况 如果 传感器 是 原厂 配件 那么 就是 仪表 了 车主 说 传感器 应该 不是 原厂 的 不过 油表 指针 也 有点 不 稳定 车主 说 是不是 仪表 问题 技师 说 很 可能 是 仪表 问题 车主 说 那 这样 里程表 准 吗 技师 说 里程表 应该 是 准 的 只 体现 在 指针 上面 车主 说 那 这样 会 对 我 新换 的 车速 传感器 有 危害 吗 技师 说 不会 的 这个 可以 放心 车主 说 那 谢谢 师傅 了 车主 说 就 如 上面 所说 车倒 档 熄火 了 没 踩 离合 没 踩 刹车 车一退 就 咚 一下 又 开 着 了 这 属于 用 倒 档 推着 车 也 没什么 危害 吗 师傅 车主 说 技师 说 不好意思 刚才 有 一台 车 在 检修 技师 说 是 的 没有 任何 危害 但是 以后 要 避免 这样 的 误操作 车主 说 如果 以后 再 发生 这种 情况 这样 对 发动机 有 伤害 还是 对 变速箱 有 伤害 师傅 技师 说 对 离合器 和 发动机 变速箱 都 有 一定 的 影响 技师 说 如果 一两次 就 没有 问题 经常性 的 这样 误操作 才 会 有 影响 车主 说 哦 谢谢 师傅 了 技师 说好 的 不 客气 感谢 使用 汽车 大师,这是 离合器 配合 的 失误 这种 误操作 一次 两次 倒 是 没有 关系 经常性 的 可能 会 对 离合器 发动机 都 会 有 影响 所以 以后 要 注意 避免
102,Q5103,大众,捷达,款 捷达 手动 时尚 不想 听 安全带 报警 提示音 怎么 不让 它 想,技师 说 车主 说 不想 插 插头 报警 灯 闪烁 不怕 我 就 不 想要 他 的 响声 车主 说 老 是 丢 而且 我 一般 都 带 就是 近距离 不带 技师 说 技师 说 技师 说,根据 咨询 问题 说明 了 解决 安全带 报警 的 方法 但是 开车 还是 需要 系 安全带
